customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05951,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.48,122.22,Yes
CUST-05952,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,83.12,3.5,No
CUST-05953,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),89.21,4817.02,Yes
CUST-05954,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.51,2787.99,No
CUST-05955,Female,0,No,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.18,4986.14,No
CUST-05956,Female,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,37.96,2552.81,No
CUST-05957,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,102.87,1129.64,No
CUST-05958,Male,0,Yes,Yes,49,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.22,3755.34,No
CUST-05959,Female,0,Yes,Yes,20,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,116.81,2357.69,No
CUST-05960,Female,0,No,No,9,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,24.98,221.04,Yes
CUST-05961,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.15,3318.74,No
CUST-05962,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,28.04,364.03,Yes
CUST-05963,Female,0,No,No,39,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,104.78,4080.0,Yes
CUST-05964,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.6,2925.91,No
CUST-05965,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.08,6929.6,Yes
CUST-05966,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.54,1137.86,No
CUST-05967,Male,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,28.77,1465.19,No
CUST-05968,Female,0,Yes,No,16,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.0,941.8,No
CUST-05969,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,89.16,5418.85,No
CUST-05970,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,54.45,1136.88,No
CUST-05971,Male,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,90.5,4696.68,No
CUST-05972,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),46.82,1440.35,No
CUST-05973,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),72.9,3931.73,No
CUST-05974,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.81,1126.94,No
CUST-05975,Male,0,No,No,37,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.07,4109.34,No
CUST-05976,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,62.68,3084.92,Yes
CUST-05977,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,46.95,3063.41,No
CUST-05978,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,23.76,1034.19,No
CUST-05979,Female,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.69,233.11,Yes
CUST-05980,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.06,4795.84,No
CUST-05981,Male,1,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.82,3465.46,No
CUST-05982,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,114.39,470.67,No
CUST-05983,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.28,3439.46,No
CUST-05984,Female,1,No,No,45,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,86.76,3894.33,No
CUST-05985,Male,0,No,No,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,80.6,2821.51,No
CUST-05986,Male,0,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,109.15,1759.6,Yes
CUST-05987,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),48.55,1962.05,No
CUST-05988,Female,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),78.93,2282.81,Yes
CUST-05989,Male,0,No,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.94,5863.26,No
CUST-05990,Male,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.72,358.43,Yes
CUST-05991,Female,0,No,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),45.37,1573.74,No
CUST-05992,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,94.64,6136.84,Yes
CUST-05993,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.46,2883.48,No
CUST-05994,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),35.01,101.27,Yes
CUST-05995,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.74,3697.25,No
CUST-05996,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,70.02,3787.95,No
CUST-05997,Male,0,Yes,Yes,58,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,63.87,3705.07,No
CUST-05998,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,52.52,2153.44,No
CUST-05999,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,23.31,12.36,No
CUST-06000,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,79.02,3538.84,No
CUST-06001,Male,1,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.24,64.26,No
CUST-06002,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,77.12,3779.37,No
CUST-06003,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,18.25,0.0,Yes
CUST-06004,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,26.35,305.23,No
CUST-06005,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),34.94,2407.14,No
CUST-06006,Female,1,No,No,21,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.29,1329.44,No
CUST-06007,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,99.6,1607.75,No
CUST-06008,Male,0,No,No,58,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,42.83,2485.64,No
CUST-06009,Male,0,No,No,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.64,6860.49,No
CUST-06010,Female,1,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,41.76,63.3,Yes
CUST-06011,Female,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,93.65,6437.31,No
CUST-06012,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,106.3,5105.8,No
CUST-06013,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),100.46,4912.02,No
CUST-06014,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.58,3152.7,No
CUST-06015,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,21.88,493.16,No
CUST-06016,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),51.35,3651.75,No
CUST-06017,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,37.85,224.83,No
CUST-06018,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,65.93,3249.05,No
CUST-06019,Female,0,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.78,479.41,Yes
CUST-06020,Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,80.4,4332.57,No
CUST-06021,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),75.14,1355.86,No
CUST-06022,Female,0,Yes,No,22,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.52,1361.17,No
CUST-06023,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.51,5991.28,No
CUST-06024,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,19.5,635.11,Yes
CUST-06025,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,105.44,6837.35,No
CUST-06026,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,18.3,125.88,No
CUST-06027,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,63.65,1778.76,No
CUST-06028,Female,0,No,No,17,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,107.02,1808.71,No
CUST-06029,Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,60.22,4219.56,No
CUST-06030,Female,0,No,No,28,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,94.32,2644.52,No
CUST-06031,Male,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,58.7,3525.08,No
CUST-06032,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),103.94,428.0,Yes
CUST-06033,Male,1,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),118.92,8083.41,No
CUST-06034,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,108.73,5983.82,No
CUST-06035,Female,0,No,No,51,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),23.63,1188.44,No
CUST-06036,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,32.97,471.19,Yes
CUST-06037,Female,0,No,No,19,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,72.73,1376.86,No
CUST-06038,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,115.12,8285.8,No
CUST-06039,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.04,882.18,No
CUST-06040,Male,0,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),45.98,1102.52,No
CUST-06041,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,115.46,6462.07,Yes
CUST-06042,Female,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.59,1770.15,No
CUST-06043,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.81,395.64,No
CUST-06044,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,29.18,226.94,No
CUST-06045,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.52,441.46,No
CUST-06046,Female,0,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.87,4405.75,No
CUST-06047,Male,1,No,No,62,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.38,5732.8,Yes
CUST-06048,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.08,1322.07,No
CUST-06049,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,38.63,706.0,No
CUST-06050,Female,1,Yes,Yes,15,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.15,951.0,No
CUST-06051,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.85,3363.11,Yes
CUST-06052,Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),106.17,7115.92,No
CUST-06053,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,112.31,3251.22,No
CUST-06054,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.05,204.27,No
CUST-06055,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.23,504.83,No
CUST-06056,Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,97.39,2231.46,No
CUST-06057,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),42.75,901.91,No
CUST-06058,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),44.73,2055.32,No
CUST-06059,Male,1,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.34,2503.7,Yes
CUST-06060,Male,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),69.59,4102.73,No
CUST-06061,Female,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.06,3388.79,No
CUST-06062,Male,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),25.33,483.83,No
CUST-06063,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,68.92,1719.47,No
CUST-06064,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.96,4124.6,Yes
CUST-06065,Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,65.92,4481.07,No
CUST-06066,Male,0,No,Yes,41,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),30.91,1274.02,No
CUST-06067,Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),31.52,149.82,No
CUST-06068,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.39,4019.63,No
CUST-06069,Male,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.55,1055.15,No
CUST-06070,Female,0,Yes,Yes,68,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.68,3299.49,No
CUST-06071,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),62.56,560.68,No
CUST-06072,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),77.92,2099.47,No
CUST-06073,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),44.8,69.98,No
CUST-06074,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),58.93,2774.96,No
CUST-06075,Male,1,No,No,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),55.15,3575.94,No
CUST-06076,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.8,929.0,No
CUST-06077,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.18,5061.82,Yes
CUST-06078,Female,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.98,5680.12,No
CUST-06079,Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,97.2,4932.83,No
CUST-06080,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,32.88,1519.3,No
CUST-06081,Male,0,Yes,No,53,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.27,3722.15,No
CUST-06082,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.36,1384.16,No
CUST-06083,Female,0,Yes,No,22,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,53.2,1159.2,No
CUST-06084,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),24.65,836.55,No
CUST-06085,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113.53,3518.52,No
CUST-06086,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.91,135.44,Yes
CUST-06087,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.24,893.82,No
CUST-06088,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,1564.48,No
CUST-06089,Male,1,Yes,No,50,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,51.34,2578.82,No
CUST-06090,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.5,4925.85,Yes
CUST-06091,Female,0,Yes,No,53,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.21,4925.59,Yes
CUST-06092,Female,0,No,Yes,19,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,70.83,1352.39,Yes
CUST-06093,Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,34.54,1106.26,No
CUST-06094,Male,1,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),56.28,386.96,No
CUST-06095,Male,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,94.71,2167.99,Yes
CUST-06096,Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),96.87,5035.77,No
CUST-06097,Female,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,52.13,3284.09,No
CUST-06098,Male,1,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.59,4149.12,Yes
CUST-06099,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.92,1378.6,No
CUST-06100,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.36,464.37,No
CUST-06101,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.63,99.85,No
CUST-06102,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),62.23,1865.51,No
CUST-06103,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.71,3357.37,No
CUST-06104,Male,0,No,Yes,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,106.8,3840.22,Yes
CUST-06105,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.01,951.62,No
CUST-06106,Female,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,83.86,6022.03,No
CUST-06107,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),44.95,1054.83,No
CUST-06108,Female,1,No,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,38.41,349.87,No
CUST-06109,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,57.97,2149.46,No
CUST-06110,Female,1,No,No,42,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.45,3116.24,No
CUST-06111,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.39,764.15,No
CUST-06112,Female,0,Yes,Yes,41,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,27.3,1124.41,No
CUST-06113,Male,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.71,2529.51,Yes
CUST-06114,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,38.13,498.37,No
CUST-06115,Male,0,No,Yes,3,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.79,183.58,No
CUST-06116,Male,1,No,No,23,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,112.59,2576.19,No
CUST-06117,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),105.12,957.19,No
CUST-06118,Male,0,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.43,357.49,No
CUST-06119,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),23.93,918.44,No
CUST-06120,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,32.67,547.0,Yes
CUST-06121,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.76,712.65,Yes
CUST-06122,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,43.64,257.97,Yes
CUST-06123,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.58,3054.8,Yes
CUST-06124,Female,0,No,Yes,46,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),26.38,1221.06,No
